text,label
"a satisfying charmer that tells a compelling story , and then tops that by offering up a saucy sextet of britain's best veteran actors .",1
"throwing caution to the wind with an invitation to the hedonist in us all , nair has constructed this motion picture in such a way that even the most cynical curmudgeon with find himself or herself smiling at one time or another .",1
"with the police chasing him , pqd decides to go to s&#227 ; o paulo to see cac&#225 ; and prove his innocence .",0
living with the fosters is a darkly funny and dangerously subtle comedy about one family's paranoid preparation for the year 2000 crisis and beyond .,0
"this is a delightful comedy with countless celebrity cameos by dave foley , jeff goldblum , and jack black just to name a few .",0
""" in that sleep of death what dreams may come . . """,0
characterisation has been sacrificed for the sake of spectacle .,1
two brothers along with an ensemble of fresh talent made all this possible and were brought into the light .,0
. . . the kind of entertainment that parents love to have their kids see .,1
he'll do anything to make her love him again .,0
"like the best 60 minutes exposé , the film ( at 80 minutes ) is actually quite entertaining .",1
one of the film's strongest achievements is the way it manages to get so much mileage out of such a simple concept as spirals .,1
"but when he inadvertently saves the bulletproof monk from capture , the two become partners in a scheme to save the world from the scroll's most avid pursuer .",0
a canny franchise escapade ; it gets the job done .,1
"with we were soldiers , hollywood makes a valiant attempt to tell a story about the vietnam war before the pathology set in .",1
"finally , the purity of arvasu and nittilai's love brings salvation to the land .",0
"my little eye is the best little "" horror "" movie i've seen in years .",1
"in addition , the detective has to deal with a serial killer who had already killed and mutilated many women .",0
"and then , did you ever let fear get in your way and keep you from having the person you've always wanted to be with ?",0
"an earnest , heartrending look at the divide between religious fundamentalists and their gay relatives . it's also heavy-handed and devotes too much time to bigoted views .",1
"when not obscured by the booming bass-heavy soundtrack , the conversation presents the kind of linguistic fumbling not heard since macy gray's game of chinese whispers with mr bean .",1
martin is going on a blinddate and in his internal government the ministers are preparing for a routine state visit .,0
"the result is solemn and horrifying , yet strangely detached .",1
"aside from being the funniest movie of the year , simone , andrew niccol's brilliant anti-hollywood satire , has a wickedly eccentric enchantment to it .",1
"when your subject is illusion versus reality , shouldn't the reality seem at least passably real ?",1
"thought visible and seemingly accessible , every attempt to enter this island has resulted in disaster .",0
